DateTime,Open,High,Low,Close,Volume(from bar)
11-02-2025 10:50:00 -05:00,21861,21871.5,21857,21866.5,4334
11-02-2025 10:55:00 -05:00,21866.5,21867.25,21835.75,21841.25,4926
11-02-2025 11:00:00 -05:00,21841.5,21850.25,21829.5,21834.75,5216
11-02-2025 11:05:00 -05:00,21834,21846.5,21828.25,21834.5,3617
11-02-2025 11:10:00 -05:00,21834,21841,21829.25,21838,2249
11-02-2025 11:15:00 -05:00,21837.5,21843,21821.25,21834.25,5392
11-02-2025 11:20:00 -05:00,21834.5,21847.75,21833.75,21835.25,3001
11-02-2025 11:25:00 -05:00,21836,21840.25,21817.25,21823,3687
11-02-2025 11:30:00 -05:00,21823.25,21831.25,21815.25,21829.75,3404
11-02-2025 11:35:00 -05:00,21830,21842.5,21825,21837.25,3636
11-02-2025 11:40:00 -05:00,21837,21840.25,21828.5,21835.5,1632
11-02-2025 11:45:00 -05:00,21835.5,21840.25,21824,21826.25,1774
11-02-2025 11:50:00 -05:00,21826,21827.75,21797.5,21798,5262
11-02-2025 11:55:00 -05:00,21798.25,21799.25,21785,21791,5955
11-02-2025 12:00:00 -05:00,21790.5,21792,21745.5,21752,9187
11-02-2025 12:05:00 -05:00,21752.25,21754,21715.75,21735.25,9255
11-02-2025 12:10:00 -05:00,21735,21748.25,21726.75,21731.25,5412
11-02-2025 12:15:00 -05:00,21731.5,21757.25,21722,21756.5,6298
11-02-2025 12:20:00 -05:00,21756,21789.25,21752.75,21783.25,6383
11-02-2025 12:25:00 -05:00,21782.5,21794,21778,21790.5,4278
11-02-2025 12:30:00 -05:00,21790.75,21796,21781.75,21784,3510
11-02-2025 12:35:00 -05:00,21783.5,21783.75,21768.25,21779,4065
11-02-2025 12:40:00 -05:00,21779.5,21781.5,21766,21768.25,2562
11-02-2025 12:45:00 -05:00,21768,21773,21765,21770,1670
11-02-2025 12:50:00 -05:00,21770.5,21775.5,21755.25,21766.25,2895
11-02-2025 12:55:00 -05:00,21765.75,21769.5,21759,21763.75,1509
11-02-2025 13:00:00 -05:00,21764,21770.5,21758,21768.75,2141
11-02-2025 13:05:00 -05:00,21769,21771.75,21759,21770.5,2071
11-02-2025 13:10:00 -05:00,21770.75,21775,21747.75,21759.75,3663
11-02-2025 13:15:00 -05:00,21760,21776,21758,21774,1998
11-02-2025 13:20:00 -05:00,21774.25,21779,21762.75,21765.5,1728
11-02-2025 13:25:00 -05:00,21765,21777.75,21763.75,21775.75,1246
11-02-2025 13:30:00 -05:00,21775.75,21804.5,21774,21803.75,4112
11-02-2025 13:35:00 -05:00,21803.5,21833,21801.75,21821.5,5976
11-02-2025 13:40:00 -05:00,21822,21833.5,21814.75,21822,3504
11-02-2025 13:45:00 -05:00,21821.5,21831.75,21813.75,21817,3002
11-02-2025 13:50:00 -05:00,21817,21817,21803,21807.25,2813
11-02-2025 13:55:00 -05:00,21806.5,21812.25,21800,21801.5,2108
11-02-2025 14:00:00 -05:00,21802.25,21817,21796.5,21813.75,2302
11-02-2025 14:05:00 -05:00,21813.5,21817,21804.25,21807.5,1966
11-02-2025 14:10:00 -05:00,21808.25,21810,21793,21794.25,2635
11-02-2025 14:15:00 -05:00,21794.75,21803.5,21792.25,21801,1830
11-02-2025 14:20:00 -05:00,21801.5,21806.25,21797,21804,1366
11-02-2025 14:25:00 -05:00,21803,21806.75,21797.5,21801,1154
11-02-2025 14:30:00 -05:00,21800.75,21811.75,21797,21801.75,2431
11-02-2025 14:35:00 -05:00,21801.75,21812.75,21796.75,21812,1674
11-02-2025 14:40:00 -05:00,21811.5,21840.25,21811.5,21832.5,5342
11-02-2025 14:45:00 -05:00,21832,21835.25,21823.5,21830,2076
11-02-2025 14:50:00 -05:00,21829.75,21837.5,21828,21830.75,2009
11-02-2025 14:55:00 -05:00,21830.75,21836,21824.5,21826.25,1758
11-02-2025 15:00:00 -05:00,21826.75,21840.5,21826.75,21832.5,4031
11-02-2025 15:05:00 -05:00,21831.75,21835,21822,21823.75,4562
11-02-2025 15:10:00 -05:00,21823.25,21828.25,21817.5,21827,2427
11-02-2025 15:15:00 -05:00,21826.75,21827.25,21813.25,21822.75,1948
11-02-2025 15:20:00 -05:00,21823,21826,21811.5,21812.25,1614
11-02-2025 15:25:00 -05:00,21812.25,21817.75,21806.75,21810.75,2183
11-02-2025 15:30:00 -05:00,21810.5,21818.25,21798.5,21799.75,3178
11-02-2025 15:35:00 -05:00,21799.75,21802.25,21776.25,21777,4375
11-02-2025 15:40:00 -05:00,21776.75,21788.25,21766,21784.75,3882
11-02-2025 15:45:00 -05:00,21784.5,21786.75,21771.5,21780.75,2676
11-02-2025 15:50:00 -05:00,21781,21797,21773.75,21779.5,4949
11-02-2025 15:55:00 -05:00,21780,21793.5,21769.75,21791,9939
11-02-2025 16:00:00 -05:00,21791,21796.75,21782,21793.75,3639
11-02-2025 16:05:00 -05:00,21793.5,21793.75,21779.25,21787.25,1838
11-02-2025 16:10:00 -05:00,21787.75,21792.75,21786.25,21792.25,764
11-02-2025 16:15:00 -05:00,21792.25,21798.5,21790.75,21792,891
11-02-2025 16:20:00 -05:00,21792,21795.5,21791.75,21792.5,425
11-02-2025 16:25:00 -05:00,21791.5,21795,21791,21793.5,214
11-02-2025 16:30:00 -05:00,21793,21795,21790.75,21790.75,438
11-02-2025 16:35:00 -05:00,21790.5,21795.25,21789.75,21791.75,509
11-02-2025 16:40:00 -05:00,21792,21793.75,21789,21790.75,509
11-02-2025 16:45:00 -05:00,21790.5,21793.5,21788.5,21793.25,283
11-02-2025 16:50:00 -05:00,21792.5,21794.75,21790.5,21794.75,237
11-02-2025 16:55:00 -05:00,21795,21797.75,21791.75,21792.5,503
11-02-2025 18:00:00 -05:00,21794.25,21815,21794.25,21805.5,599
11-02-2025 18:05:00 -05:00,21804.25,21804.25,21792.75,21794,317
11-02-2025 18:10:00 -05:00,21795,21795.25,21782.5,21791.25,519
11-02-2025 18:15:00 -05:00,21791.25,21791.5,21779.5,21783.5,328
11-02-2025 18:20:00 -05:00,21782.5,21791,21782.5,21786.75,623
11-02-2025 18:25:00 -05:00,21786.75,21803.5,21784.25,21803.5,775
11-02-2025 18:30:00 -05:00,21802.25,21817,21802.25,21812.75,750
11-02-2025 18:35:00 -05:00,21813,21817,21810.25,21812.25,271
11-02-2025 18:40:00 -05:00,21812.75,21818.5,21811.75,21814.25,186
11-02-2025 18:45:00 -05:00,21813.5,21818,21812.5,21814.75,168
11-02-2025 18:50:00 -05:00,21814.75,21817.5,21808.5,21812.5,321
11-02-2025 18:55:00 -05:00,21812.75,21815.25,21810.25,21810.5,160
11-02-2025 19:00:00 -05:00,21810.5,21819.75,21806.5,21817,327
11-02-2025 19:05:00 -05:00,21816.5,21818,21811.75,21812.5,257
11-02-2025 19:10:00 -05:00,21812,21814.75,21806.75,21808.75,188
11-02-2025 19:15:00 -05:00,21808.5,21813,21808,21810.75,186
11-02-2025 19:20:00 -05:00,21811.5,21816.25,21811.5,21815.25,113
11-02-2025 19:25:00 -05:00,21815,21822.75,21814.25,21822.5,355
11-02-2025 19:30:00 -05:00,21822.25,21828,21819.5,21820.5,521
11-02-2025 19:35:00 -05:00,21821,21822.75,21816,21820.75,244
11-02-2025 19:40:00 -05:00,21820.75,21824,21818.25,21823.25,147
11-02-2025 19:45:00 -05:00,21823.25,21831.25,21822.5,21829.25,221
11-02-2025 19:50:00 -05:00,21830,21830.25,21820.25,21820.25,752
11-02-2025 19:55:00 -05:00,21820.25,21821.75,21810,21813.25,1918
11-02-2025 20:00:00 -05:00,21813.5,21814,21808.75,21811,382
11-02-2025 20:05:00 -05:00,21811,21814,21797.5,21805.25,859
11-02-2025 20:10:00 -05:00,21805.5,21816,21805.5,21815.25,393
11-02-2025 20:15:00 -05:00,21816.25,21819.25,21811,21812,790
11-02-2025 20:20:00 -05:00,21812,21812.25,21799.25,21800.25,986
11-02-2025 20:25:00 -05:00,21800.5,21807.25,21796.25,21803,2177
11-02-2025 20:30:00 -05:00,21803.5,21805.5,21795.25,21805.5,1115
11-02-2025 20:35:00 -05:00,21805.5,21813.75,21803,21813.25,241
11-02-2025 20:40:00 -05:00,21812.75,21821.25,21809.5,21819.5,320
11-02-2025 20:45:00 -05:00,21820,21830,21818.75,21826.5,403
11-02-2025 20:50:00 -05:00,21827.25,21827.25,21821.25,21823.75,247
11-02-2025 20:55:00 -05:00,21824.5,21827.5,21823,21826.5,171
11-02-2025 21:00:00 -05:00,21827,21828.5,21822.25,21822.5,223
11-02-2025 21:05:00 -05:00,21822.5,21823.75,21818.5,21822.25,190
11-02-2025 21:10:00 -05:00,21822.75,21825.75,21821,21823,111
11-02-2025 21:15:00 -05:00,21823.25,21823.5,21816,21817.5,207
11-02-2025 21:20:00 -05:00,21818,21822.5,21818,21821.25,94
11-02-2025 21:25:00 -05:00,21820.25,21824.25,21816.5,21819,305
11-02-2025 21:30:00 -05:00,21819,21824.25,21817,21822,171
11-02-2025 21:35:00 -05:00,21821.25,21822.75,21818.25,21822.5,99
11-02-2025 21:40:00 -05:00,21823.25,21823.75,21813.75,21820.75,289
11-02-2025 21:45:00 -05:00,21820.25,21820.25,21815.75,21816.25,110
11-02-2025 21:50:00 -05:00,21816.5,21816.5,21813.25,21814.25,94
11-02-2025 21:55:00 -05:00,21814.25,21816.5,21807.25,21810.5,210
11-02-2025 22:00:00 -05:00,21811,21812.25,21806.25,21808.5,124
11-02-2025 22:05:00 -05:00,21808.5,21810.25,21805.75,21807.75,134
11-02-2025 22:10:00 -05:00,21807.75,21808.5,21802.75,21803,289
11-02-2025 22:15:00 -05:00,21802.5,21806.75,21802.5,21806,120
11-02-2025 22:20:00 -05:00,21805.75,21807.25,21803,21806.25,142
11-02-2025 22:25:00 -05:00,21805.5,21806,21802.25,21803,70
11-02-2025 22:30:00 -05:00,21802.25,21802.25,21790.25,21794.25,513
11-02-2025 22:35:00 -05:00,21794,21794.75,21788.5,21790.25,212
11-02-2025 22:40:00 -05:00,21790.5,21794.75,21786.75,21792.75,267
11-02-2025 22:45:00 -05:00,21792.5,21794.75,21789,21790,151
11-02-2025 22:50:00 -05:00,21791,21794,21789,21791.25,122
11-02-2025 22:55:00 -05:00,21790.75,21792,21787.25,21789.5,79
11-02-2025 23:00:00 -05:00,21788.75,21789.25,21782,21786.75,465
11-02-2025 23:05:00 -05:00,21786.25,21788.75,21784.5,21786.25,187
11-02-2025 23:10:00 -05:00,21785.25,21791,21779.25,21790.75,285
11-02-2025 23:15:00 -05:00,21791.25,21793,21789.25,21791.75,129
11-02-2025 23:20:00 -05:00,21791.25,21793.5,21788.25,21793.5,111
11-02-2025 23:25:00 -05:00,21792.5,21793.75,21790,21790.75,98
11-02-2025 23:30:00 -05:00,21791.25,21792,21780.75,21782,256
11-02-2025 23:35:00 -05:00,21781.25,21785,21776.5,21779.25,261
11-02-2025 23:40:00 -05:00,21779,21783.75,21777.25,21780,154
11-02-2025 23:45:00 -05:00,21780,21781.25,21778,21781.25,107
11-02-2025 23:50:00 -05:00,21781.75,21783,21775.25,21778.75,252
11-02-2025 23:55:00 -05:00,21779.25,21782.5,21779,21782.5,119
12-02-2025 00:00:00 -05:00,21782.75,21784,21780,21781,86
12-02-2025 00:05:00 -05:00,21781,21783.75,21780.25,21783.25,70
12-02-2025 00:10:00 -05:00,21782,21783,21778.5,21778.5,114
12-02-2025 00:15:00 -05:00,21778.75,21779,21769.25,21771.25,386
12-02-2025 00:20:00 -05:00,21771,21774.5,21769.25,21771.75,161
12-02-2025 00:25:00 -05:00,21772.5,21774.25,21768.25,21772.5,153
12-02-2025 00:30:00 -05:00,21772.5,21775.5,21766,21771.5,283
12-02-2025 00:35:00 -05:00,21771.75,21775,21770.75,21772.5,105
12-02-2025 00:40:00 -05:00,21772.25,21775.25,21772.25,21775,49
12-02-2025 00:45:00 -05:00,21775,21776.25,21772.5,21775.5,78
12-02-2025 00:50:00 -05:00,21776,21777.75,21771.75,21775.5,146
12-02-2025 00:55:00 -05:00,21775,21777.5,21774,21774,101
12-02-2025 01:00:00 -05:00,21775.5,21780.5,21775.5,21777.75,159
12-02-2025 01:05:00 -05:00,21778,21780,21776,21777.5,101
12-02-2025 01:10:00 -05:00,21776.5,21779.25,21770.75,21778.75,208
12-02-2025 01:15:00 -05:00,21779.5,21783,21776.5,21781.25,184
12-02-2025 01:20:00 -05:00,21782.5,21788.75,21781,21788.25,262
12-02-2025 01:25:00 -05:00,21787.5,21788,21784,21787.25,157
12-02-2025 01:30:00 -05:00,21786.5,21790,21785.5,21789.25,159
12-02-2025 01:35:00 -05:00,21789.25,21790,21784.5,21790,102
12-02-2025 01:40:00 -05:00,21789.5,21793,21787.75,21790.75,173
12-02-2025 01:45:00 -05:00,21790.25,21791.25,21786.25,21786.25,97
12-02-2025 01:50:00 -05:00,21785.5,21789,21783.75,21786.75,88
12-02-2025 01:55:00 -05:00,21786.5,21786.75,21783.25,21783.25,85
12-02-2025 02:00:00 -05:00,21784,21791,21782.25,21783,170
12-02-2025 02:05:00 -05:00,21783,21787,21780.25,21780.75,99
12-02-2025 02:10:00 -05:00,21781,21783,21775.75,21780.5,164
12-02-2025 02:15:00 -05:00,21780.5,21784,21778.5,21782.75,69
12-02-2025 02:20:00 -05:00,21781.5,21782.5,21776,21777.25,137
12-02-2025 02:25:00 -05:00,21777.75,21784.75,21777,21783.75,128
12-02-2025 02:30:00 -05:00,21782.5,21783.25,21779.5,21782.25,130
12-02-2025 02:35:00 -05:00,21781.75,21782.25,21779,21782,90
12-02-2025 02:40:00 -05:00,21782,21794.75,21781.75,21791.75,282
12-02-2025 02:45:00 -05:00,21792,21797,21789,21794.75,291
12-02-2025 02:50:00 -05:00,21794.5,21799.75,21793.25,21796.25,196
12-02-2025 02:55:00 -05:00,21795.75,21802.5,21795.75,21800.5,251
12-02-2025 03:00:00 -05:00,21801,21812.5,21798,21810.75,711
12-02-2025 03:05:00 -05:00,21810.5,21813,21805.75,21810,354
12-02-2025 03:10:00 -05:00,21809,21809,21795.25,21798.5,526
12-02-2025 03:15:00 -05:00,21798.5,21802,21790.75,21792,287
12-02-2025 03:20:00 -05:00,21792,21799.5,21791,21796.25,236
12-02-2025 03:25:00 -05:00,21796,21797.5,21789.75,21795,219
12-02-2025 03:30:00 -05:00,21795.75,21809,21792,21808.25,348
12-02-2025 03:35:00 -05:00,21808.75,21813.75,21806.75,21808.25,357
12-02-2025 03:40:00 -05:00,21807.75,21809.75,21800.5,21802.75,217
12-02-2025 03:45:00 -05:00,21803,21805.75,21796.75,21800.5,448
12-02-2025 03:50:00 -05:00,21800,21804,21795.5,21799.5,200
12-02-2025 03:55:00 -05:00,21799,21800.5,21795.5,21798.5,254
12-02-2025 04:00:00 -05:00,21797.75,21798.75,21785.5,21788.5,522
12-02-2025 04:05:00 -05:00,21788.25,21788.75,21747.25,21765.25,1509
12-02-2025 04:10:00 -05:00,21764.5,21766.5,21750,21763.5,824
12-02-2025 04:15:00 -05:00,21762.25,21767,21747.5,21752,635
12-02-2025 04:20:00 -05:00,21751.75,21755.25,21736,21755.25,1101
12-02-2025 04:25:00 -05:00,21756,21759.25,21749.5,21754.25,533
12-02-2025 04:30:00 -05:00,21755,21765,21754.25,21760.75,377
12-02-2025 04:35:00 -05:00,21761.25,21768,21759.75,21766,265
12-02-2025 04:40:00 -05:00,21767.5,21776,21767.5,21773.75,373
12-02-2025 04:45:00 -05:00,21773,21773.75,21767,21767.25,278
12-02-2025 04:50:00 -05:00,21767.25,21777.75,21767,21773.75,271
12-02-2025 04:55:00 -05:00,21774,21774,21766.25,21769,254
12-02-2025 05:00:00 -05:00,21769.5,21770,21761.5,21765.25,396
12-02-2025 05:05:00 -05:00,21766,21766.5,21760,21762.25,186
12-02-2025 05:10:00 -05:00,21761.5,21768.75,21757,21767,435
12-02-2025 05:15:00 -05:00,21766.75,21768.5,21762.5,21767,175
12-02-2025 05:20:00 -05:00,21767.5,21777,21766,21774.25,646
12-02-2025 05:25:00 -05:00,21774.25,21782,21772.25,21780,1029
12-02-2025 05:30:00 -05:00,21781.25,21781.25,21773.75,21774,662
12-02-2025 05:35:00 -05:00,21774.25,21777,21771,21775.5,420
12-02-2025 05:40:00 -05:00,21775.5,21776.5,21771.75,21775.25,135
12-02-2025 05:45:00 -05:00,21775.75,21780,21773.5,21776.75,250
12-02-2025 05:50:00 -05:00,21776.25,21781.5,21774.5,21778.75,230
12-02-2025 05:55:00 -05:00,21779,21794.5,21779,21791,1096
12-02-2025 06:00:00 -05:00,21791.25,21801.75,21786.25,21792.5,1364
12-02-2025 06:05:00 -05:00,21792.25,21793,21770.75,21777.25,877
12-02-2025 06:10:00 -05:00,21777.25,21789.5,21774.25,21788.75,491
12-02-2025 06:15:00 -05:00,21788,21789.5,21777,21782.25,1294
12-02-2025 06:20:00 -05:00,21782.75,21789.5,21781.75,21787,159
12-02-2025 06:25:00 -05:00,21786.5,21786.75,21782,21785,172
12-02-2025 06:30:00 -05:00,21785.75,21789.25,21780.75,21781.5,203
12-02-2025 06:35:00 -05:00,21781.75,21796,21780.25,21792.5,346
12-02-2025 06:40:00 -05:00,21792.5,21793.25,21788.25,21790,219
12-02-2025 06:45:00 -05:00,21790,21793,21785.5,21789.5,172
12-02-2025 06:50:00 -05:00,21789.25,21792.25,21787.25,21789.5,163
12-02-2025 06:55:00 -05:00,21789.25,21791.5,21786,21790.25,163
12-02-2025 07:00:00 -05:00,21791,21794.75,21784.5,21794.75,321
12-02-2025 07:05:00 -05:00,21793.75,21796,21787.75,21790.5,240
12-02-2025 07:10:00 -05:00,21790.75,21802.75,21789.75,21801.5,430
12-02-2025 07:15:00 -05:00,21801.25,21807.5,21799.5,21801.5,371
12-02-2025 07:20:00 -05:00,21801.25,21808.5,21797.75,21806,332
12-02-2025 07:25:00 -05:00,21805.25,21810.25,21802.75,21806,260
12-02-2025 07:30:00 -05:00,21806,21814.75,21803,21810.5,687
12-02-2025 07:35:00 -05:00,21811.75,21813.75,21806.75,21813,353
12-02-2025 07:40:00 -05:00,21814,21822,21814,21818.25,627
12-02-2025 07:45:00 -05:00,21818.5,21829,21817.25,21821.75,670
12-02-2025 07:50:00 -05:00,21822,21830,21815.5,21818,678
12-02-2025 07:55:00 -05:00,21818.25,21836.25,21815.75,21830.25,1381
12-02-2025 08:00:00 -05:00,21830.5,21848.5,21825.5,21838.25,1737
12-02-2025 08:05:00 -05:00,21839.5,21840,21828.5,21828.5,582
12-02-2025 08:10:00 -05:00,21828.5,21833.25,21825,21829.75,838
12-02-2025 08:15:00 -05:00,21829.5,21839.75,21828.75,21829.5,915
12-02-2025 08:20:00 -05:00,21829,21830.75,21812,21818,1682
12-02-2025 08:25:00 -05:00,21817.75,21825.75,21812.75,21825.75,1156
12-02-2025 08:30:00 -05:00,21825.75,21850,21543,21591,15485
12-02-2025 08:35:00 -05:00,21592.25,21593.25,21514.25,21543.25,9126
12-02-2025 08:40:00 -05:00,21543,21565.5,21534.25,21550.5,5193
12-02-2025 08:45:00 -05:00,21550.25,21589.5,21542,21563.25,5711
12-02-2025 08:50:00 -05:00,21563.25,21567.5,21548.5,21555,3148
12-02-2025 08:55:00 -05:00,21553.5,21563.5,21542.5,21544.5,2328
12-02-2025 09:00:00 -05:00,21544.75,21547,21510.75,21527,6800
12-02-2025 09:05:00 -05:00,21528,21541.75,21513,21526.5,4120
12-02-2025 09:10:00 -05:00,21526.75,21537.25,21515.75,21535,2883
12-02-2025 09:15:00 -05:00,21534.25,21550,21529.75,21541,2978
12-02-2025 09:20:00 -05:00,21540.75,21562.75,21529.5,21561.5,2993
12-02-2025 09:25:00 -05:00,21560.75,21565.5,21547.25,21551,3556
12-02-2025 09:30:00 -05:00,21551,21595,21536.25,21591.25,17001
12-02-2025 09:35:00 -05:00,21591,21627,21572.5,21613,13563
12-02-2025 09:40:00 -05:00,21613,21667.75,21605,21661,12508
12-02-2025 09:45:00 -05:00,21661.25,21683,21651,21675.25,12619
12-02-2025 09:50:00 -05:00,21675.75,21701,21654.75,21688.5,10934
12-02-2025 09:55:00 -05:00,21688,21690,21669.25,21677,5847
12-02-2025 10:00:00 -05:00,21677,21682.25,21612.25,21615,12584
12-02-2025 10:05:00 -05:00,21616,21634,21594,21618.25,10041
12-02-2025 10:10:00 -05:00,21617.75,21624.25,21580.5,21594,8537
12-02-2025 10:15:00 -05:00,21593.75,21674.25,21586.75,21672.25,11547
12-02-2025 10:20:00 -05:00,21672.25,21739.5,21667.75,21718.5,12847
12-02-2025 10:25:00 -05:00,21718,21733,21685.25,21697,8138
12-02-2025 10:30:00 -05:00,21697.25,21724.25,21695.75,21710.25,5533
12-02-2025 10:35:00 -05:00,21710,21773.25,21703.5,21749.25,13009
12-02-2025 10:40:00 -05:00,21748.75,21753.75,21712.75,21722,6559
12-02-2025 10:45:00 -05:00,21722.25,21727.75,21683.75,21699.25,6641
12-02-2025 10:50:00 -05:00,21700,21725.75,21691.5,21721.25,4567
12-02-2025 10:55:00 -05:00,21720.5,21732.5,21718.5,21728,3400
12-02-2025 11:00:00 -05:00,21728.5,21732.25,21709,21718.75,4499
12-02-2025 11:05:00 -05:00,21719,21727.5,21687,21698,5311
12-02-2025 11:10:00 -05:00,21698.25,21711.75,21660.75,21673.5,7488
12-02-2025 11:15:00 -05:00,21673.25,21684.25,21665,21675.5,3742
12-02-2025 11:20:00 -05:00,21675.5,21687.5,21655.5,21667.25,4862
12-02-2025 11:25:00 -05:00,21667.25,21669.75,21646,21664.25,4343
12-02-2025 11:30:00 -05:00,21664,21689,21662.25,21681.25,4058
12-02-2025 11:35:00 -05:00,21681,21708.5,21677.5,21700.5,3970
12-02-2025 11:40:00 -05:00,21700.25,21735.25,21698,21731.75,4369
12-02-2025 11:45:00 -05:00,21732.25,21735.25,21715,21726.75,3469
12-02-2025 11:50:00 -05:00,21726.25,21752.25,21722.5,21744,4859
12-02-2025 11:55:00 -05:00,21744.5,21784.5,21744,21780,7860
12-02-2025 12:00:00 -05:00,21780,21797.75,21773.75,21778.75,9101
12-02-2025 12:05:00 -05:00,21779.75,21790.75,21766.25,21778.25,4012
12-02-2025 12:10:00 -05:00,21778.5,21799,21767,21784.75,5810
12-02-2025 12:15:00 -05:00,21785,21803.75,21781.5,21781.75,4908
12-02-2025 12:20:00 -05:00,21782.5,21793.25,21777.75,21786.5,2812
12-02-2025 12:25:00 -05:00,21786.25,21797.75,21777.75,21786,2625
12-02-2025 12:30:00 -05:00,21786.25,21792.75,21768.75,21781.75,3741
12-02-2025 12:35:00 -05:00,21782,21785.25,21763.25,21774,2224
12-02-2025 12:40:00 -05:00,21772.75,21775.75,21755.5,21764,2467
12-02-2025 12:45:00 -05:00,21764,21800.5,21761.5,21786.75,3875
12-02-2025 12:50:00 -05:00,21786.5,21813.25,21780.25,21809.25,3929
12-02-2025 12:55:00 -05:00,21809.75,21825.75,21804.25,21817.75,4400
12-02-2025 13:00:00 -05:00,21818,21826.75,21799,21802,3706
12-02-2025 13:05:00 -05:00,21802.5,21812.75,21793.25,21802.5,3158
12-02-2025 13:10:00 -05:00,21803,21811.25,21795.25,21809.25,2225
12-02-2025 13:15:00 -05:00,21808.75,21811.5,21797.75,21799.5,1938
12-02-2025 13:20:00 -05:00,21799.25,21803,21790,21800.75,2289
12-02-2025 13:25:00 -05:00,21800.5,21810.75,21775.5,21799.75,4152
12-02-2025 13:30:00 -05:00,21800.25,21811.5,21794,21808,3243
12-02-2025 13:35:00 -05:00,21808.5,21809.75,21796.75,21798.75,1592
12-02-2025 13:40:00 -05:00,21799.25,21800,21770.25,21773.25,2637
12-02-2025 13:45:00 -05:00,21773,21789.75,21771.5,21780.25,2699
12-02-2025 13:50:00 -05:00,21780.5,21801.25,21779,21796.5,2244
12-02-2025 13:55:00 -05:00,21796.25,21804,21787.25,21792.5,2397
12-02-2025 14:00:00 -05:00,21793,21795.5,21774.25,21776.5,2503
12-02-2025 14:05:00 -05:00,21776.25,21781.75,21760.25,21774.5,3765
